accelX,accelY,accelZ,timestamp
-117.200005,93.760002,949.320007,431218
-105.480003,93.760002,972.76001,431222
-105.480003,93.760002,961.040039,431226
-105.480003,70.32,949.320007,431230
-105.480003,93.760002,949.320007,431234
-93.760002,82.040001,961.040039,431238
-105.480003,35.16,949.320007,431242
-93.760002,70.32,961.040039,431246
-117.200005,58.600002,949.320007,431250
-140.639999,70.32,937.600037,431254
-117.200005,70.32,949.320007,431258
-117.200005,58.600002,961.040039,431262
-117.200005,58.600002,949.320007,431266
-105.480003,70.32,961.040039,431270
-105.480003,58.600002,961.040039,431274
-105.480003,58.600002,961.040039,431278
-117.200005,70.32,961.040039,431282
-117.200005,58.600002,949.320007,431286
-128.919998,70.32,996.200012,431290
-117.200005,82.040001,984.480042,431294
-117.200005,82.040001,961.040039,431298
-105.480003,58.600002,984.480042,431302
-93.760002,93.760002,972.76001,431306
-93.760002,82.040001,961.040039,431310
-105.480003,93.760002,949.320007,431314
-93.760002,93.760002,949.320007,431318
-93.760002,70.32,961.040039,431322
-128.919998,82.040001,949.320007,431326
-93.760002,93.760002,961.040039,431330
-105.480003,93.760002,961.040039,431334
-117.200005,70.32,984.480042,431338
-128.919998,82.040001,984.480042,431342
-105.480003,117.200005,961.040039,431346
-105.480003,82.040001,961.040039,431350
-117.200005,70.32,949.320007,431354
-128.919998,70.32,961.040039,431358
-105.480003,58.600002,961.040039,431362
-105.480003,82.040001,949.320007,431366
-93.760002,82.040001,949.320007,431370
-93.760002,93.760002,937.600037,431374
-105.480003,93.760002,937.600037,431378
-105.480003,58.600002,937.600037,431382
-117.200005,82.040001,949.320007,431386
-117.200005,93.760002,961.040039,431390
-117.200005,58.600002,949.320007,431394
-128.919998,82.040001,972.76001,431398
-152.360001,82.040001,961.040039,431402
-140.639999,82.040001,949.320007,431406
-117.200005,70.32,961.040039,431410
-105.480003,93.760002,949.320007,431414
-117.200005,58.600002,961.040039,431418
-117.200005,70.32,949.320007,431422
-105.480003,82.040001,949.320007,431426
-117.200005,58.600002,961.040039,431430
-117.200005,70.32,949.320007,431434
-117.200005,82.040001,949.320007,431438
-117.200005,117.200005,949.320007,431442
-117.200005,93.760002,949.320007,431446
-117.200005,46.880001,949.320007,431450
-105.480003,70.32,949.320007,431454
-117.200005,58.600002,961.040039,431458
-117.200005,82.040001,949.320007,431462
-93.760002,70.32,961.040039,431466
-105.480003,70.32,961.040039,431470
-93.760002,70.32,984.480042,431474
-105.480003,58.600002,949.320007,431478
-105.480003,70.32,972.76001,431482
-128.919998,70.32,961.040039,431486
-105.480003,58.600002,949.320007,431490
-117.200005,82.040001,961.040039,431494
-128.919998,70.32,949.320007,431498
-117.200005,46.880001,949.320007,431502
-105.480003,70.32,925.880005,431506
-105.480003,58.600002,949.320007,431510
-105.480003,58.600002,961.040039,431514
-105.480003,70.32,961.040039,431518
-93.760002,105.480003,949.320007,431522
-105.480003,105.480003,949.320007,431526
-105.480003,70.32,961.040039,431530
-105.480003,70.32,972.76001,431534
-93.760002,82.040001,949.320007,431538
-128.919998,70.32,949.320007,431542
-117.200005,58.600002,961.040039,431546
-105.480003,70.32,961.040039,431550
-93.760002,58.600002,949.320007,431554
-105.480003,82.040001,961.040039,431558
-117.200005,58.600002,961.040039,431562
-105.480003,70.32,949.320007,431566
-117.200005,58.600002,972.76001,431570
-105.480003,82.040001,972.76001,431574
-105.480003,82.040001,961.040039,431578
-105.480003,128.919998,961.040039,431582
-117.200005,93.760002,949.320007,431586
-105.480003,82.040001,937.600037,431590
-105.480003,70.32,937.600037,431594
-117.200005,82.040001,972.76001,431598
-117.200005,70.32,961.040039,431602
-105.480003,93.760002,949.320007,431606
-117.200005,58.600002,949.320007,431610
-117.200005,82.040001,961.040039,431614
-117.200005,58.600002,949.320007,431618
-117.200005,93.760002,949.320007,431622
-128.919998,58.600002,961.040039,431626
-128.919998,82.040001,937.600037,431630
-117.200005,82.040001,949.320007,431634
-117.200005,105.480003,961.040039,431638
-117.200005,46.880001,937.600037,431642
-117.200005,58.600002,949.320007,431646
-105.480003,82.040001,949.320007,431650
-105.480003,70.32,961.040039,431654
-93.760002,70.32,972.76001,431658
-105.480003,70.32,972.76001,431662
-117.200005,82.040001,984.480042,431666
