accelX,accelY,accelZ,timestamp
-126.75,33.150002,980.850037,106358
-132.600006,33.150002,980.850037,106362
-130.650009,40.950001,986.700012,106366
-122.850006,35.100002,986.700012,106370
-117,33.150002,986.700012,106374
-126.75,37.049999,973.050049,106378
-128.699997,35.100002,980.850037,106382
-126.75,29.25,982.800049,106386
-128.699997,25.35,980.850037,106390
-126.75,31.200001,984.75,106394
-124.800003,31.200001,986.700012,106398
-128.699997,37.049999,980.850037,106402
-126.75,33.150002,980.850037,106406
-126.75,29.25,982.800049,106410
-128.699997,31.200001,982.800049,106414
-130.650009,33.150002,984.75,106418
-126.75,31.200001,982.800049,106422
-128.699997,31.200001,978.900024,106426
-130.650009,35.100002,980.850037,106430
-130.650009,40.950001,982.800049,106434
-126.75,40.950001,982.800049,106438
-126.75,33.150002,978.900024,106442
-126.75,35.100002,988.650024,106446
-124.800003,35.100002,982.800049,106450
-128.699997,37.049999,980.850037,106454
-130.650009,33.150002,976.950012,106458
-122.850006,29.25,986.700012,106462
-122.850006,31.200001,980.850037,106466
-124.800003,35.100002,980.850037,106470
-130.650009,35.100002,976.950012,106474
-128.699997,31.200001,976.950012,106478
-126.75,35.100002,980.850037,106482
-130.650009,35.100002,976.950012,106486
-126.75,35.100002,978.900024,106490
-128.699997,33.150002,982.800049,106494
-126.75,33.150002,982.800049,106498
-128.699997,33.150002,975,106502
-128.699997,33.150002,973.050049,106506
-136.5,29.25,980.850037,106510
-130.650009,27.300001,986.700012,106514
-122.850006,35.100002,976.950012,106518
-122.850006,31.200001,975,106522
-132.600006,29.25,978.900024,106526
-134.550003,35.100002,982.800049,106530
-132.600006,39,980.850037,106534
-130.650009,29.25,988.650024,106538
-126.75,31.200001,990.600037,106542
-128.699997,33.150002,984.75,106546
-126.75,31.200001,988.650024,106550
