accelX, accelY, accelZ, magX, magY, magZ, pressure, altitude, timestamp
31.200001, -780.000000, 585.000000, -6.000000, 396.000000, -565.500000, 970.875488, 359.291351, 110998
31.200001, -799.500000, 600.600037, -6.000000, 396.000000, -565.500000, 970.875488, 359.291351, 111009
35.100002, -783.900024, 596.700012, -6.000000, 396.000000, -565.500000, 970.875488, 359.291351, 111020
35.100002, -787.800049, 592.799988, -6.000000, 396.000000, -565.500000, 970.958252, 358.167755, 111031
27.300001, -799.500000, 596.700012, -6.000000, 396.000000, -565.500000, 970.958252, 358.167755, 111042
27.300001, -791.700012, 585.000000, -6.000000, 396.000000, -565.500000, 970.962402, 358.113098, 111053
31.200001, -783.900024, 577.200012, -6.000000, 396.000000, -565.500000, 970.962402, 358.113098, 111064
27.300001, -795.600037, 600.600037, -6.000000, 396.000000, -565.500000, 970.917969, 358.496124, 111075
27.300001, -791.700012, 592.799988, -6.000000, 396.000000, -565.500000, 970.917969, 358.496124, 111086
35.100002, -772.200012, 592.799988, -4.500000, 400.500000, -564.000000, 970.917969, 358.496124, 111097
23.400002, -795.600037, 596.700012, -4.500000, 400.500000, -564.000000, 970.943604, 358.275452, 111108
39.000000, -799.500000, 592.799988, -4.500000, 400.500000, -564.000000, 970.943604, 358.275452, 111119
27.300001, -795.600037, 592.799988, -4.500000, 400.500000, -564.000000, 970.909668, 358.567413, 111130
31.200001, -791.700012, 588.900024, -4.500000, 400.500000, -564.000000, 970.909668, 358.567413, 111141
19.500000, -795.600037, 585.000000, -4.500000, 400.500000, -564.000000, 970.909668, 358.567413, 111152
31.200001, -787.800049, 585.000000, -4.500000, 400.500000, -564.000000, 970.909668, 358.567413, 111163
31.200001, -803.400024, 604.500000, -4.500000, 400.500000, -564.000000, 970.909668, 358.567413, 111174
27.300001, -795.600037, 588.900024, -13.500000, 399.000000, -571.500000, 970.862793, 357.875793, 111185
35.100002, -791.700012, 592.799988, -13.500000, 399.000000, -571.500000, 970.862793, 357.875793, 111196
27.300001, -795.600037, 581.100037, -13.500000, 399.000000, -571.500000, 970.862793, 357.875793, 111207
23.400002, -791.700012, 596.700012, -13.500000, 399.000000, -571.500000, 970.862793, 357.875793, 111218
27.300001, -799.500000, 588.900024, -13.500000, 399.000000, -571.500000, 970.862793, 357.875793, 111229
31.200001, -791.700012, 596.700012, -13.500000, 399.000000, -571.500000, 970.922363, 358.458649, 111240
23.400002, -787.800049, 585.000000, -13.500000, 399.000000, -571.500000, 970.922363, 358.458649, 111251
23.400002, -795.600037, 588.900024, -13.500000, 399.000000, -571.500000, 970.996826, 357.817017, 111262
39.000000, -799.500000, 600.600037, -13.500000, 399.000000, -571.500000, 970.996826, 357.817017, 111273
35.100002, -783.900024, 596.700012, -12.000000, 397.500000, -556.500000, 970.996826, 357.817017, 111284
35.100002, -795.600037, 592.799988, -12.000000, 397.500000, -556.500000, 970.968994, 358.056885, 111295
31.200001, -787.800049, 592.799988, -12.000000, 397.500000, -556.500000, 970.968994, 358.056885, 111306
39.000000, -787.800049, 592.799988, -12.000000, 397.500000, -556.500000, 970.899170, 358.658478, 111317
39.000000, -791.700012, 585.000000, -12.000000, 397.500000, -556.500000, 970.899170, 358.658478, 111328
35.100002, -791.700012, 585.000000, -12.000000, 397.500000, -556.500000, 970.899170, 358.658478, 111339
31.200001, -791.700012, 588.900024, -12.000000, 397.500000, -556.500000, 970.899170, 358.658478, 111350
23.400002, -787.800049, 577.200012, -12.000000, 397.500000, -556.500000, 970.899170, 358.658478, 111361
31.200001, -787.800049, 581.100037, -3.000000, 396.000000, -564.000000, 970.899170, 358.658478, 111372
31.200001, -803.400024, 581.100037, -3.000000, 396.000000, -564.000000, 970.922607, 359.300201, 111383
31.200001, -791.700012, 581.100037, -3.000000, 396.000000, -564.000000, 970.922607, 359.300201, 111394
27.300001, -799.500000, 608.400024, -3.000000, 396.000000, -564.000000, 970.922607, 359.300201, 111405
19.500000, -780.000000, 592.799988, -3.000000, 396.000000, -564.000000, 970.922607, 359.300201, 111416
23.400002, -791.700012, 592.799988, -3.000000, 396.000000, -564.000000, 970.922607, 359.300201, 111427
19.500000, -791.700012, 588.900024, -3.000000, 396.000000, -564.000000, 970.899170, 358.363922, 111438
27.300001, -799.500000, 577.200012, -3.000000, 396.000000, -564.000000, 970.899170, 358.363922, 111449
27.300001, -795.600037, 592.799988, -3.000000, 396.000000, -564.000000, 970.899170, 358.363922, 111460
23.400002, -795.600037, 585.000000, -10.500000, 399.000000, -564.000000, 970.899170, 358.363922, 111471
19.500000, -795.600037, 600.600037, -10.500000, 399.000000, -564.000000, 970.899414, 358.656403, 111482
39.000000, -780.000000, 585.000000, -10.500000, 399.000000, -564.000000, 970.899414, 358.656403, 111493
27.300001, -791.700012, 592.799988, -10.500000, 399.000000, -564.000000, 970.903564, 358.619965, 111504
35.100002, -787.800049, 588.900024, -10.500000, 399.000000, -564.000000, 970.903564, 358.619965, 111515
23.400002, -799.500000, 585.000000, -10.500000, 399.000000, -564.000000, 970.903564, 358.619965, 111526
27.300001, -780.000000, 588.900024, -10.500000, 399.000000, -564.000000, 970.912109, 358.546600, 111537
31.200001, -787.800049, 585.000000, -10.500000, 399.000000, -564.000000, 970.912109, 358.546600, 111548
35.100002, -799.500000, 588.900024, -10.500000, 399.000000, -564.000000, 970.818604, 359.352753, 111559
42.900002, -783.900024, 585.000000, -10.500000, 399.000000, -564.000000, 970.818604, 359.352753, 111570
31.200001, -795.600037, 592.799988, -10.500000, 409.500000, -568.500000, 970.818604, 359.352753, 111581
31.200001, -791.700012, 600.600037, -10.500000, 409.500000, -568.500000, 970.818604, 359.352753, 111592
27.300001, -795.600037, 585.000000, -10.500000, 409.500000, -568.500000, 970.818604, 359.352753, 111603
23.400002, -791.700012, 588.900024, -10.500000, 409.500000, -568.500000, 970.818604, 359.352753, 111614
27.300001, -780.000000, 585.000000, -10.500000, 409.500000, -568.500000, 970.963135, 359.388153, 111625
27.300001, -776.100037, 592.799988, -10.500000, 409.500000, -568.500000, 970.963135, 359.388153, 111636
27.300001, -783.900024, 588.900024, -10.500000, 409.500000, -568.500000, 970.963135, 359.388153, 111647
31.200001, -787.800049, 600.600037, -10.500000, 409.500000, -568.500000, 970.963135, 359.388153, 111658
23.400002, -783.900024, 592.799988, -4.500000, 396.000000, -564.000000, 970.963135, 359.388153, 111669
31.200001, -783.900024, 585.000000, -4.500000, 396.000000, -564.000000, 970.974121, 358.917145, 111680
27.300001, -791.700012, 592.799988, -4.500000, 396.000000, -564.000000, 970.974121, 358.917145, 111691
15.600000, -791.700012, 585.000000, -4.500000, 396.000000, -564.000000, 970.974121, 358.917145, 111702
27.300001, -783.900024, 588.900024, -4.500000, 396.000000, -564.000000, 970.974121, 358.917145, 111713
31.200001, -791.700012, 581.100037, -4.500000, 396.000000, -564.000000, 970.974121, 358.917145, 111724
27.300001, -791.700012, 585.000000, -4.500000, 396.000000, -564.000000, 970.906006, 358.563782, 111735
31.200001, -787.800049, 596.700012, -4.500000, 396.000000, -564.000000, 970.906006, 358.563782, 111746
15.600000, -791.700012, 588.900024, -4.500000, 396.000000, -564.000000, 970.906006, 358.563782, 111757
27.300001, -783.900024, 596.700012, -12.000000, 400.500000, -567.000000, 970.906006, 358.563782, 111768
31.200001, -787.800049, 585.000000, -12.000000, 400.500000, -567.000000, 970.906006, 358.563782, 111779
27.300001, -795.600037, 585.000000, -12.000000, 400.500000, -567.000000, 970.929688, 358.892151, 111790
23.400002, -791.700012, 596.700012, -12.000000, 400.500000, -567.000000, 970.929688, 358.892151, 111801
35.100002, -795.600037, 596.700012, -12.000000, 400.500000, -567.000000, 970.908203, 358.580414, 111812
31.200001, -799.500000, 596.700012, -12.000000, 400.500000, -567.000000, 970.908203, 358.580414, 111823
27.300001, -787.800049, 600.600037, -12.000000, 400.500000, -567.000000, 970.848633, 359.094086, 111834
27.300001, -795.600037, 581.100037, -12.000000, 400.500000, -567.000000, 970.848633, 359.094086, 111845
31.200001, -783.900024, 585.000000, -12.000000, 400.500000, -567.000000, 970.848633, 359.094086, 111856
23.400002, -795.600037, 596.700012, -1.500000, 399.000000, -567.000000, 970.872314, 358.889557, 111867
31.200001, -795.600037, 588.900024, -1.500000, 399.000000, -567.000000, 970.872314, 358.889557, 111878
23.400002, -780.000000, 596.700012, -1.500000, 399.000000, -567.000000, 970.872314, 358.889557, 111889
31.200001, -799.500000, 592.799988, -1.500000, 399.000000, -567.000000, 970.872314, 358.889557, 111900
31.200001, -791.700012, 569.400024, -1.500000, 399.000000, -567.000000, 970.872314, 358.889557, 111911
31.200001, -811.200012, 585.000000, -1.500000, 399.000000, -567.000000, 970.844727, 358.048065, 111922
35.100002, -787.800049, 588.900024, -1.500000, 399.000000, -567.000000, 970.844727, 358.048065, 111933
23.400002, -768.300049, 596.700012, -1.500000, 399.000000, -567.000000, 970.844727, 358.048065, 111944
35.100002, -795.600037, 581.100037, -1.500000, 390.000000, -565.500000, 970.844727, 358.048065, 111955
23.400002, -791.700012, 581.100037, -1.500000, 390.000000, -565.500000, 970.844727, 358.048065, 111966
27.300001, -772.200012, 585.000000, -1.500000, 390.000000, -565.500000, 970.940186, 358.094360, 111977
39.000000, -783.900024, 585.000000, -1.500000, 390.000000, -565.500000, 970.940186, 358.094360, 111988
15.600000, -776.100037, 596.700012, -1.500000, 390.000000, -565.500000, 970.940186, 358.094360, 111999
31.200001, -791.700012, 588.900024, -1.500000, 390.000000, -565.500000, 970.940186, 358.094360, 112010
23.400002, -780.000000, 585.000000, -1.500000, 390.000000, -565.500000, 970.940186, 358.094360, 112021
35.100002, -803.400024, 596.700012, -1.500000, 390.000000, -565.500000, 970.940186, 358.094360, 112032
23.400002, -795.600037, 596.700012, -1.500000, 390.000000, -565.500000, 970.863770, 357.755585, 112043
31.200001, -787.800049, 581.100037, -16.500000, 400.500000, -555.000000, 970.863770, 357.755585, 112054
35.100002, -783.900024, 581.100037, -16.500000, 400.500000, -555.000000, 970.863770, 357.755585, 112065
23.400002, -795.600037, 588.900024, -16.500000, 400.500000, -555.000000, 970.863770, 357.755585, 112076
23.400002, -799.500000, 592.799988, -16.500000, 400.500000, -555.000000, 970.822754, 358.778198, 112087
23.400002, -803.400024, 588.900024, -16.500000, 400.500000, -555.000000, 970.822754, 358.778198, 112098
23.400002, -791.700012, 577.200012, -16.500000, 400.500000, -555.000000, 970.972168, 358.029327, 112109
23.400002, -787.800049, 585.000000, -16.500000, 400.500000, -555.000000, 970.972168, 358.029327, 112120
31.200001, -783.900024, 585.000000, -16.500000, 400.500000, -555.000000, 970.972168, 358.029327, 112131
23.400002, -783.900024, 585.000000, -16.500000, 400.500000, -555.000000, 970.936035, 358.341034, 112142
19.500000, -799.500000, 577.200012, -16.500000, 400.500000, -555.000000, 970.936035, 358.341034, 112153
39.000000, -799.500000, 585.000000, -15.000000, 402.000000, -571.500000, 970.868408, 358.922852, 112164
42.900002, -803.400024, 592.799988, -15.000000, 402.000000, -571.500000, 970.868408, 358.922852, 112175
31.200001, -783.900024, 592.799988, -15.000000, 402.000000, -571.500000, 970.868408, 358.922852, 112186
35.100002, -791.700012, 588.900024, -15.000000, 402.000000, -571.500000, 970.868408, 358.922852, 112197
27.300001, -780.000000, 577.200012, -15.000000, 402.000000, -571.500000, 970.868408, 358.922852, 112208
31.200001, -791.700012, 592.799988, -15.000000, 402.000000, -571.500000, 970.868408, 358.922852, 112219
23.400002, -799.500000, 581.100037, -15.000000, 402.000000, -571.500000, 970.914795, 358.578339, 112230
31.200001, -799.500000, 585.000000, -15.000000, 402.000000, -571.500000, 970.914795, 358.578339, 112241
23.400002, -780.000000, 592.799988, -6.000000, 396.000000, -570.000000, 970.914795, 358.578339, 112252
19.500000, -803.400024, 600.600037, -6.000000, 396.000000, -570.000000, 970.914795, 358.578339, 112263
35.100002, -783.900024, 596.700012, -6.000000, 396.000000, -570.000000, 970.914795, 358.578339, 112274
23.400002, -795.600037, 588.900024, -6.000000, 396.000000, -570.000000, 971.008545, 358.647552, 112285
27.300001, -783.900024, 577.200012, -6.000000, 396.000000, -570.000000, 971.008545, 358.647552, 112296
27.300001, -787.800049, 573.299988, -6.000000, 396.000000, -570.000000, 970.883057, 358.797455, 112307
31.200001, -803.400024, 592.799988, -6.000000, 396.000000, -570.000000, 970.883057, 358.797455, 112318
27.300001, -791.700012, 588.900024, -6.000000, 396.000000, -570.000000, 970.883057, 358.797455, 112329
31.200001, -799.500000, 596.700012, -6.000000, 396.000000, -570.000000, 970.855469, 359.034760, 112340
35.100002, -787.800049, 581.100037, -10.500000, 402.000000, -559.500000, 970.855469, 359.034760, 112351
23.400002, -791.700012, 585.000000, -10.500000, 402.000000, -559.500000, 970.923340, 358.449799, 112362
35.100002, -791.700012, 573.299988, -10.500000, 402.000000, -559.500000, 970.923340, 358.449799, 112373
27.300001, -780.000000, 596.700012, -10.500000, 402.000000, -559.500000, 970.923340, 358.449799, 112384
27.300001, -780.000000, 604.500000, -10.500000, 402.000000, -559.500000, 970.882813, 358.799011, 112395
19.500000, -803.400024, 592.799988, -10.500000, 402.000000, -559.500000, 970.882813, 358.799011, 112406
27.300001, -795.600037, 592.799988, -10.500000, 402.000000, -559.500000, 970.882813, 358.799011, 112417
23.400002, -799.500000, 588.900024, -10.500000, 402.000000, -559.500000, 970.882813, 358.799011, 112428
27.300001, -795.600037, 608.400024, -12.000000, 399.000000, -567.000000, 970.882813, 358.799011, 112439
27.300001, -795.600037, 592.799988, -12.000000, 399.000000, -567.000000, 970.942383, 357.995483, 112450
31.200001, -787.800049, 592.799988, -12.000000, 399.000000, -567.000000, 970.942383, 357.995483, 112461
23.400002, -791.700012, 592.799988, -12.000000, 399.000000, -567.000000, 970.942383, 357.995483, 112472
27.300001, -799.500000, 600.600037, -12.000000, 399.000000, -567.000000, 970.942383, 357.995483, 112483
31.200001, -795.600037, 585.000000, -12.000000, 399.000000, -567.000000, 970.874268, 358.485718, 112494
27.300001, -780.000000, 573.299988, -12.000000, 399.000000, -567.000000, 970.874268, 358.485718, 112505
27.300001, -799.500000, 588.900024, -12.000000, 399.000000, -567.000000, 970.874268, 358.485718, 112516
35.100002, -780.000000, 592.799988, -12.000000, 399.000000, -567.000000, 970.904541, 358.612183, 112527
